Unit ID,Unit Name,Unit name local script,Fuel type,Unit type,Country/Area,"Subnational unit (province, state)",Latitude,Longitude,Location accuracy,Status,Status year,Discovery year,Production start year,Operator,Owner,Parent,Onshore/Offshore,Production Type,Wiki URL
OG0000001,Matzen,,oil and gas,field,Austria,,48.41667,16.71667,approximate,operating,2023,1949,1951,OMV,OMV (100%),OMV Aktiengesellschaft (100%),Onshore,Conventional,https://www.gem.wiki/Matzen_Oil_and_Gas_Field_(Austria)
OG0000002,Abalone,Abalone,oil and gas,field,Brazil,Esp?rito Santo,-21.36,-39.612,exact,operating,2024,2001,2009,Shell Brasil Petr?leo Ltda.,Shell Brasil (50%);ONGC Campos (27%);Qatarenergy (23%),Shell plc (50%);Oil and Natural Gas Corporation (ONGC) (27%),Offshore,Conventional,"https://www.gem.wiki/Abalone_Oil_and_Gas_Field_(Esp?rito_Santo,_Brazil)"
OG0000006,Aguilhada,Aguilhada,oil and gas,field,Brazil,Sergipe,-10.686,-36.889,exact,operating,2023,1966,1969,,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Onshore,Conventional,"https://www.gem.wiki/Aguilhada_Oil_and_Gas_Field_(Sergipe,_Brazil)"
OG0000007,Agulha,Agulha,oil and gas,field,Brazil,Rio Grande do Norte,-4.899,-36.262,exact,operating,2022,1975,1979,,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Offshore,Conventional,"https://www.gem.wiki/Agulha_Oil_and_Gas_Field_(Rio_Grande_do_Norte,_Brazil)"
OG0000008,Albacora,Albacora,oil and gas,field,Brazil,Rio de Janeiro,-22.131,-39.961,exact,operating,2024,1984,1987,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Offshore,Unconventional,"https://www.gem.wiki/Albacora_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000009,Albacora Leste,Albacora Leste,oil and gas,field,Brazil,Rio de Janeiro,-22.111,-39.746,exact,operating,2024,1986,1998,Petro Rio Jaguar Petr?leo S.A.,Petro Rio Jaguar Petr?leo S.A. (90%);Repsol Sinopec (10%),PRIO (90%);Repsol Resources UK (nan%),Offshore,Conventional,"https://www.gem.wiki/Albacora_Leste_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000012,Alto do Rodrigues,Alto do Rodrigues,oil and gas,field,Brazil,Rio Grande do Norte,-5.316,-36.734,exact,operating,2023,1981,1981,,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Onshore,Conventional,"https://www.gem.wiki/Alto_do_Rodrigues_Oil_and_Gas_Field_(Rio_Grande_do_Norte,_Brazil)"
OG0000013,Anamb?,Anamb?,oil and gas,field,Brazil,Alagoas,-9.737,-36.073,exact,operating,2023,2004,2005,,Origem Energia (100%),Origem Energia (100%),Onshore,Conventional,"https://www.gem.wiki/Anamb?_Oil_and_Gas_Field_(Alagoas,_Brazil)"
OG0000014,Brava (non-contracted area),Brava (?rea n?o contratada),oil and gas,field,Brazil,Rio de Janeiro,,,,operating,2023,,,,,,Unknown,Unconventional,"https://www.gem.wiki/Brava_(non-contracted_area)_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000016,Tupi (non-contracted area),Tupi (?rea n?o contratada),oil and gas,field,Brazil,Rio de Janeiro,-24.6499,-43.4723,approximate,operating,2023,,,Petrobras,,,Offshore,Conventional,"https://www.gem.wiki/Tupi_(non-contracted_area)_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000018,Anequim,Anequim,oil and gas,field,Brazil,Rio de Janeiro,-22.39,-40.524,exact,shut in,2024,1981,1985,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Offshore,Conventional,"https://www.gem.wiki/Anequim_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000021,Aprai?s,Aprai?s,oil and gas,field,Brazil,Bahia,-12.275,-38.166,exact,operating,2023,1973,1973,Petrobras,PetroRec?ncavo S.A. (100%),PetroRec?ncavo S.A. (nan%),Onshore,Conventional,"https://www.gem.wiki/Aprai?s_Oil_and_Gas_Field_(Bahia,_Brazil)"
OG0000022,Arabaiana,Arabaiana,oil and gas,field,Brazil,Rio Grande do Norte,-4.712,-36.733,exact,operating,2023,1986,2002,Petrobras,Petrobras (65%);3R Pescada (35%),Petr?leo Brasileiro S.A. (65%);3R Petroleum (35%),Offshore,Conventional,"https://www.gem.wiki/Arabaiana_Oil_and_Gas_Field_(Rio_Grande_do_Norte,_Brazil)"
OG0000024,Arara Azul,Arara Azul,oil and gas,field,Brazil,Amazonas,-4.632,-65.391,exact,operating,2023,2010,2015,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Onshore,Conventional,"https://www.gem.wiki/Arara_Azul_Oil_and_Gas_Field_(Amazonas,_Brazil)"
OG0000025,Araracanga,Araracanga,oil and gas,field,Brazil,Amazonas,-4.756,-65.662,exact,operating,2024,2001,2014,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Onshore,Conventional,"https://www.gem.wiki/Araracanga_Oil_and_Gas_Field_(Amazonas,_Brazil)"
OG0000027,Aratum,Aratum,oil and gas,field,Brazil,Rio Grande do Norte,-5.044,-36.565,exact,operating,2019,1982,1987,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Offshore,Conventional,"https://www.gem.wiki/Aratum_Oil_and_Gas_Field_(Rio_Grande_do_Norte,_Brazil)"
OG0000029,Ara?as Leste,Ara??s Leste,oil and gas,field,Brazil,Bahia,-12.136,-38.109,exact,operating,2023,2007,,Brasil Refinarias,Brasil Refinarias (100%),Brasil Refino (100%),Onshore,Conventional,"https://www.gem.wiki/Ara?as_Leste_Oil_and_Gas_Field_(Bahia,_Brazil)"
OG0000030,Ara??s,Ara??s,oil and gas,field,Brazil,Bahia,-12.137,-38.171,exact,operating,2023,1965,1965,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Onshore,Conventional,"https://www.gem.wiki/Ara??s_Oil_and_Gas_Field_(Bahia,_Brazil)"
OG0000031,Argonauta,Argonauta,oil and gas,field,Brazil,Esp?rito Santo,-21.205,-39.853,exact,operating,2024,2000,2010,Shell Brasil ,Shell Brasil (50%);ONGC Campos (27%);Qatarenergy (23%),Shell plc (50%);Oil and Natural Gas Corporation (ONGC) (27%),Offshore,Conventional,"https://www.gem.wiki/Argonauta_Oil_and_Gas_Field_(Esp?rito_Santo,_Brazil)"
OG0000036,Atapu,Atapu,oil and gas,field,Brazil,Rio de Janeiro,-24.952,-42.469,exact,operating,2024,2013,2020,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Offshore,Unconventional,"https://www.gem.wiki/Atapu_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000037,Atlanta,Atlanta,oil and gas,field,Brazil,Rio de Janeiro,-24.113,-41.893,exact,operating,2024,2001,2016,Enauta Energia,Enauta Energia (100%),Enauta Energia SA (100%),Offshore,Conventional,"https://www.gem.wiki/Atlanta_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000038,Atum,Atum,oil and gas,field,Brazil,Cear?,-2.972,-38.971,exact,shut in,2024,1979,1983,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Offshore,Conventional,"https://www.gem.wiki/Atum_Oil_and_Gas_Field_(Cear?,_Brazil)"
OG0000039,Azul?o,Azul?o,gas,field,Brazil,Amazonas,-2.733,-58.178,exact,operating,2024,1999,2021,Eneva ,Eneva (100%),Eneva (100%),Onshore,Conventional,"https://www.gem.wiki/Azul?o_Gas_Field_(Amazonas,_Brazil)"
OG0000040,Bacalhau,Bacalhau,oil and gas,field,Brazil,Rio Grande do Norte,-25.472,-44.003,exact,shut in,2023,2012,2025 (expected),Equinor Brasil,Equinor Brasil (40%);ExxonMobil Brasil (40%);Petrogal Brasil (20%),"Equinor ASA (40%);ExxonMobil (40%);Galp Energia, SGPS, S.A. (20%)",Offshore,Unconventional,"https://www.gem.wiki/Bacalhau_Oil_and_Gas_Field_(Rio_Grande_do_Norte,_Brazil)"
OG0000041,Bacalhau Norte,Bacalhau Norte,oil and gas,field,Brazil,S?o Paulo,-25.334,-43.992,exact,discovered,2022,2012,2029 (expected),Equinor Brasil,Equinor Brasil (40%);ExxonMobil Brasil (40%);Petrogal Brasil (20%),"Equinor ASA (40%);ExxonMobil (40%);Galp Energia, SGPS, S.A. (20%)",Offshore,Conventional,"https://www.gem.wiki/Bacalhau_Norte_Oil_and_Gas_Field_(S?o_Paulo,_Brazil)"
OG0000042,Badejo,Badejo,oil and gas,field,Brazil,Rio de Janeiro,-22.693,-40.868,exact,operating,2022,1975,1981,Petrobras,Trident Energy (100%),Trident Energy (100%),Offshore,Conventional,"https://www.gem.wiki/Badejo_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000043,Bagre,Bagre,oil and gas,field,Brazil,Rio de Janeiro,-22.413,-40.474,exact,operating,2024,1975,1984,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Offshore,Conventional,"https://www.gem.wiki/Bagre_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000044,Baixa do Algod?o,Baixa do Algod?o,oil and gas,field,Brazil,Rio Grande do Norte,-5.371,-37.632,exact,operating,2023,1986,1986,Petrobras,PetroRec?ncavo S.A. (100%),PetroRec?ncavo S.A. (nan%),Onshore,Conventional,"https://www.gem.wiki/Baixa_do_Algod?o_Oil_and_Gas_Field_(Rio_Grande_do_Norte,_Brazil)"
OG0000046,Baleia An?,Baleia An?,oil and gas,field,Brazil,Esp?rito Santo,-21.148,-39.98,exact,operating,2024,2003,2015,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Offshore,Conventional,"https://www.gem.wiki/Baleia_An?_Oil_and_Gas_Field_(Esp?rito_Santo,_Brazil)"
OG0000049,Barracuda,Barracuda,oil and gas,field,Brazil,Rio de Janeiro,-22.564,-40.241,exact,operating,2024,1990,1997,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Offshore,Unconventional,"https://www.gem.wiki/Barracuda_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000053,Ba?na,Ba?na,oil and gas,field,Brazil,S?o Paulo,-26.437,-46.527,exact,operating,2024,2008,2012,Karoon,Karoon (100%),Karoon Energy Ltd (100%),Offshore,Conventional,"https://www.gem.wiki/Ba?na_Oil_and_Gas_Field_(S?o_Paulo,_Brazil)"
OG0000056,Benfica,Benfica,oil and gas,field,Brazil,Rio Grande do Norte,-5.022,-37.051,exact,operating,2023,1997,1997,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Onshore,Conventional,"https://www.gem.wiki/Benfica_Oil_and_Gas_Field_(Rio_Grande_do_Norte,_Brazil)"
OG0000057,Berbig?o,Berbig?o,oil and gas,field,Brazil,Rio de Janeiro,-25.003,-42.7,exact,operating,2024,2008,2019,Petrobras,Petrobras (42.5%);Petrogal Brasil (10%);Shell Brasil (25%);TotalEnergies (22.5%),"Petr?leo Brasileiro S.A. (42.5%);Galp Energia, SGPS, S.A. (10%);Shell plc (25%);TotalEnergies (22.5%)",Offshore,Conventional,"https://www.gem.wiki/Berbig?o_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000058,Bicudo,Bicudo,oil and gas,field,Brazil,Rio de Janeiro,-22.759,-40.707,exact,operating,2022,1976,1982,Petrobras,Trident Energy (100%),Trident Energy (100%),Offshore,Conventional,"https://www.gem.wiki/Bicudo_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000060,Bijupir?,Bijupir?,oil and gas,field,Brazil,Rio de Janeiro,-22.654,-40.391,exact,shut in,2024,1990,1993,Shell Brasil Petr?leo Ltda.,Shell Brasil (80%);Petrobras (20%),Shell plc (80%);Petr?leo Brasileiro S.A. (20%),Offshore,Conventional,"https://www.gem.wiki/Bijupir?_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000063,Boa Esperan?a,Boa Esperan?a,oil and gas,field,Brazil,Rio Grande do Norte,-5.485,-37.644,exact,operating,2023,1997,1997,Petrobras,PetroRec?ncavo S.A. (100%),PetroRec?ncavo S.A. (nan%),Onshore,Conventional,"https://www.gem.wiki/Boa_Esperan?a_Oil_and_Gas_Field_(Rio_Grande_do_Norte,_Brazil)"
OG0000064,Boa Vista,Boa Vista,oil and gas,field,Brazil,Rio Grande do Norte,-5.02,-37.025,exact,operating,2019,1994,1994,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Onshore,Conventional,"https://www.gem.wiki/Boa_Vista_Oil_and_Gas_Field_(Rio_Grande_do_Norte,_Brazil)"
OG0000066,Bonito,Bonito,oil and gas,field,Brazil,Rio de Janeiro,-22.73,-40.635,exact,operating,2024,1977,1979,Trident Energy,Trident Energy (100%),Trident Energy (100%),Offshore,Conventional,"https://www.gem.wiki/Bonito_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000068,Brejinho (Petrobras),Brejinho (Petrobras),oil and gas,field,Brazil,Bahia,-12.354,-38.527,exact,operating,2023,1960,1961,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Onshore,Conventional,"https://www.gem.wiki/Brejinho_(Petrobras)_Oil_and_Gas_Field_(Bahia,_Brazil)"
OG0000071,Buracica,Buracica,oil and gas,field,Brazil,Bahia,-12.209,-38.484,exact,operating,2023,1959,1959,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Onshore,Conventional,"https://www.gem.wiki/Buracica_Oil_and_Gas_Field_(Bahia,_Brazil)"
OG0000072,Buzios,B?zios,oil and gas,field,Brazil,Rio de Janeiro,-24.657,-42.498,exact,operating,2024,2010,2018,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Offshore,Unconventional,"https://www.gem.wiki/Buzios_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000076,Cachalote,Cachalote,oil and gas,field,Brazil,Esp?rito Santo,-21.151,-40.07,exact,operating,2022,2002,2008,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Offshore,Conventional,"https://www.gem.wiki/Cachalote_Oil_and_Gas_Field_(Esp?rito_Santo,_Brazil)"
OG0000080,Camarupim,Camarupim,oil and gas,field,Brazil,Esp?rito Santo,-19.935,-39.62,exact,operating,2022,2003,2009,Petrobras,BW Energy (100%),BW Energy (100%),Offshore,Conventional,"https://www.gem.wiki/Camarupim_Oil_and_Gas_Field_(Esp?rito_Santo,_Brazil)"
OG0000092,Candeias,Candeias,oil and gas,field,Brazil,Bahia,-12.715,-38.542,exact,operating,2023,1941,1941,Petrobras,3R Candeias (100%),3R Petroleum (100%),Onshore,Conventional,"https://www.gem.wiki/Candeias_Oil_and_Gas_Field_(Bahia,_Brazil)"
OG0000095,Canto do Amaro,Canto do Amaro,oil,field,Brazil,Rio Grande do Norte,-5.115,-37.181,exact,operating,2024,1985,1986,3R Potiguar,3R Potiguar (100%),3R Petroleum (100%),Onshore,Conventional,"https://www.gem.wiki/Canto_do_Amaro_Oil_Field_(Rio_Grande_do_Norte,_Brazil)"
OG0000100,Carapeba,Carapeba,oil,field,Brazil,Rio de Janeiro,-22.259,-40.437,exact,operating,2024,1975,1988,Perenco Brasil,Perenco Brasil (100%),Perenco (100%),Offshore,Conventional,"https://www.gem.wiki/Carapeba_Oil_Field_(Rio_de_Janeiro,_Brazil)"
OG0000102,Caratinga,Caratinga,oil and gas,field,Brazil,Rio de Janeiro,-22.671,-40.245,exact,operating,2024,1994,1997,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Offshore,Unconventional,"https://www.gem.wiki/Caratinga_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000109,Carm?polis,Carm?polis,oil and gas,field,Brazil,Sergipe,-10.691,-37.023,exact,operating,2024,1963,1963,Carmo Energy S.A.,Carmo Energy S.A. (100%),Vinci S.A. (100%),Onshore,Conventional,"https://www.gem.wiki/Carm?polis_Oil_and_Gas_Field_(Sergipe,_Brazil)"
OG0000142,Enchova,Enchova,oil and gas,field,Brazil,Rio de Janeiro,-22.648,-40.663,exact,operating,2024,1976,1977,Trident Energy,Trident Energy (100%),Trident Energy (100%),Offshore,Conventional,"https://www.gem.wiki/Enchova_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000145,Espadarte,Espadarte,oil,field,Brazil,Rio de Janeiro,-22.831,-40.45,exact,operating,2024,1988,2000,Petrobras,Petrobras (50%);Petronas (50%),Petr?leo Brasileiro S.A. (50%);Petroliam Nasional Berhad (Petronas) (50%),Offshore,Conventional,"https://www.gem.wiki/Espadarte_Oil_Field_(Rio_de_Janeiro,_Brazil)"
OG0000146,Estreito,Estreito,oil and gas,field,Brazil,Rio Grande do Norte,-5.389,-36.869,exact,operating,2024,1982,1982,3R Potiguar,3R Potiguar (100%),3R Petroleum (100%),Onshore,Conventional,"https://www.gem.wiki/Estreito_Oil_and_Gas_Field_(Rio_Grande_do_Norte,_Brazil)"
OG0000147,Fazenda Alegre,Fazenda Alegre,oil,field,Brazil,Esp?rito Santo,-19.002,-39.867,exact,operating,2024,1996,1996,Seacrest Petr?leo SPE Norte Capixaba Ltda.,Seacrest Petr?leo SPE Norte Capixaba Ltda. (100%),Seacrest Petr?leo SPE Norte Capixaba Ltda. (100%),Onshore,Conventional,"https://www.gem.wiki/Fazenda_Alegre_Oil_Field_(Esp?rito_Santo,_Brazil)"
OG0000177,Frade,Frade,oil and gas,field,Brazil,Rio de Janeiro,-21.9,-39.858,exact,operating,2024,1986,2009,Petro Rio Jaguar,Petro Rio Jaguar (81.7%);Petro Rio Sardinha (18.3%),PetroRio SA (81.7%);PRIO (18.3%),Offshore,Conventional,"https://www.gem.wiki/Frade_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000189,Gavi?o Preto,Gavi?o Preto,oil and gas,field,Brazil,Maranh?o,-4.65,-44.795,exact,operating,2024,2014,2022,Eneva,Eneva (100%),Eneva (100%),Onshore,Conventional,"https://www.gem.wiki/Gavi?o_Preto_Oil_and_Gas_Field_(Maranh?o,_Brazil)"
OG0000194,Golfinho,Golfinho,oil and gas,field,Brazil,Esp?rito Santo,-20.061,-39.548,exact,operating,2024,2002,2006,BW Energy ,BW Energy (100%),BW Energy (100%),Offshore,Conventional,"https://www.gem.wiki/Golfinho_Oil_and_Gas_Field_(Esp?rito_Santo,_Brazil)"
OG0000198,Guamar?,Guamar?,oil and gas,field,Brazil,Rio Grande do Norte,-5.182,-36.423,exact,operating,2023,1982,1983,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Onshore,Conventional,"https://www.gem.wiki/Guamar?_Oil_and_Gas_Field_(Rio_Grande_do_Norte,_Brazil)"
OG0000216,Itapu,Itapu,oil and gas,field,Brazil,Rio de Janeiro,-24.766,-42.708,exact,operating,2024,2012,2023,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Offshore,Unconventional,"https://www.gem.wiki/Itapu_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000230,Jubarte,Jubarte,oil and gas,field,Brazil,Esp?rito Santo,-21.321,-40.023,exact,operating,2024,2001,2002,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Offshore,Unconventional,"https://www.gem.wiki/Jubarte_Oil_and_Gas_Field_(Esp?rito_Santo,_Brazil)"
OG0000249,Lapa,Lapa,oil and gas,field,Brazil,S?o Paulo,-25.561,-43.483,exact,operating,2024,2007,2016,TotalEnergies E&P do Brasil,Total E&P do Brasil (45%);Shell Brasil (30%);Repsol Sinopec (25%),TotalEnergies (45%);Shell plc (30%);Repsol Resources UK (nan%),Offshore,Unconventional,"https://www.gem.wiki/Lapa_Oil_and_Gas_Field_(S?o_Paulo,_Brazil)"
OG0000252,Leste do Urucu,Leste do Urucu,oil and gas,field,Brazil,Amazonas,-4.857,-65.123,exact,operating,2024,1987,1992,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Onshore,Conventional,"https://www.gem.wiki/Leste_do_Urucu_Oil_and_Gas_Field_(Amazonas,_Brazil)"
OG0000253,Libra,Libra,oil,block,Brazil,Rio de Janeiro,-24.645,-42.045,exact,operating,2021,2010,2017,Petrobras,Petrobras (40%);Shell (20%);TotalEnergies (20%);CNOOC Limited (10%);CNPC (10%),Petr?leo Brasileiro S.A. (40%);Shell plc (20%);TotalEnergies (20%);CNOOC Limited (10%);CNPC (10%),Offshore,Conventional,"https://www.gem.wiki/Libra_Oil_Block_(Rio_de_Janeiro,_Brazil)"
OG0000261,Manati,Manati,oil and gas,field,Brazil,Bahia,-13.458,-38.791,exact,operating,2024,2000,2007,Petrobras,Petrobras (35%);Enauta Energia (45%);Brasoil Manati (10%);Geopark Brasil (10%),Petr?leo Brasileiro S.A. (35%);Enauta Energia SA (45%);PetroRio S.A. (10%),Offshore,Conventional,"https://www.gem.wiki/Manati_Oil_and_Gas_Field_(Bahia,_Brazil)"
OG0000265,Marimb?,Marimb?,oil,field,Brazil,Rio de Janeiro,-22.687,-40.53,exact,operating,2024,1984,1985,Trident Energy,Trident Energy (100%),Trident Energy (100%),Offshore,Conventional,"https://www.gem.wiki/Marimb?_Oil_Field_(Rio_de_Janeiro,_Brazil)"
OG0000269,Marlim,Marlim,oil and gas,field,Brazil,Rio de Janeiro,-22.424,-40.071,exact,operating,2024,1985,1991,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Offshore,Unconventional,"https://www.gem.wiki/Marlim_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000270,Marlim Leste,Marlim Leste,oil and gas,field,Brazil,Rio de Janeiro,-22.427,-39.913,exact,operating,2024,1987,2000,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Offshore,Unconventional,"https://www.gem.wiki/Marlim_Leste_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000271,Marlim Sul,Marlim Sul,oil and gas,field,Brazil,Rio de Janeiro,-22.628,-40.005,exact,operating,2024,1987,1994,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Offshore,Unconventional,"https://www.gem.wiki/Marlim_Sul_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000272,Maromba,Maromba,oil and gas,field,Brazil,Rio de Janeiro,-23.487,-41.249,exact,in development,2022,2003,2025 (expected),BW Energy,BW Energy (100%),BW Energy (100%),Offshore,Conventional,"https://www.gem.wiki/Maromba_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000279,Mero,Mero,oil and gas,field,Brazil,Rio de Janeiro,-24.612,-42.22,exact,operating,2024,2010,2022,Petrobras,Petrobras (40%);Shell Brasil (20%);TotalEnergies (20%);CNODC Brasil (10%);CNOOC Petroleum (10%),Petr?leo Brasileiro S.A. (40%);Shell plc (20%);TotalEnergies (20%);China National Oil and Gas Exploration and Development Co. (10%);CNOOC Limited (10%),Offshore,Unconventional,"https://www.gem.wiki/Mero_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000280,Mexilh?o,Mexilh?o,oil and gas,field,Brazil,S?o Paulo,-24.476,-44.18,exact,operating,2024,2001,2011,Petrobras,Petrobras (100%),Petr?leo Brasileiro S.A. (100%),Offshore,Conventional,"https://www.gem.wiki/Mexilh?o_Oil_and_Gas_Field_(S?o_Paulo,_Brazil)"
OG0000281,Miranga,Miranga,oil and gas,field,Brazil,Bahia,-12.339,-38.196,exact,operating,2024,1965,1965,PetroRec?ncavo S.A.,PetroRec?ncavo S.A. (100%),PetroRec?ncavo S.A. (nan%),Onshore,Conventional,"https://www.gem.wiki/Miranga_Oil_and_Gas_Field_(Bahia,_Brazil)"
OG0000293,Neon,Neon,oil and gas,field,Brazil,S?o Paulo,-26.031,-46.039,exact,discovered,2022,2013,,Karoon,Karoon (100%),Karoon Energy Ltd (100%),Offshore,Conventional,"https://www.gem.wiki/Neon_Oil_and_Gas_Field_(S?o_Paulo,_Brazil)"
OG0000295,Nordeste de Sapinho?,Nordeste de Sapinho?,oil and gas,field,Brazil,S?o Paulo,-25.71,-43.097,exact,operating,2023,2018,,,Petrobras (45%);Shell Brasil (30%);Repsol Sinopec (25%),Petr?leo Brasileiro S.A. (45%);Shell plc (30%);Repsol Resources UK (nan%),Offshore,Unconventional,"https://www.gem.wiki/Nordeste_de_Sapinho?_Oil_and_Gas_Field_(S?o_Paulo,_Brazil)"
OG0000296,Noroeste de Sapinho?,Noroeste de Sapinho?,oil and gas,field,Brazil,S?o Paulo,-25.686,-43.198,exact,operating,2024,2008,2013,Petrobras,Petrobras (45%);Shell Brasil (30%);Repsol Sinopec (25%),Petr?leo Brasileiro S.A. (45%);Shell plc (30%);Repsol Resources UK (nan%),Offshore,Unconventional,"https://www.gem.wiki/Noroeste_de_Sapinho?_Oil_and_Gas_Field_(S?o_Paulo,_Brazil)"
OG0000301,Oeste de Atapu,Oeste de Atapu,oil and gas,field,Brazil,Rio de Janeiro,-24.952,-42.518,exact,operating,2024,2008,2020,Petrobras,Petrobras (42.5%);Petrogal Brasil (10%);Shell Brasil (25%);Total E&P do Brasil (22.5%),"Petr?leo Brasileiro S.A. (42.5%);Galp Energia, SGPS, S.A. (10%);Shell plc (25%);TotalEnergies (22.5%)",Offshore,Unconventional,"https://www.gem.wiki/Oeste_de_Atapu_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000304,Ostra,Ostra,oil and gas,field,Brazil,Esp?rito Santo,-21.214,-39.661,exact,operating,2024,2002,2009,Shell Brasil ,Shell Brasil (50%);ONGC Campos (27%);Qatarenergy (23%),Shell plc (50%);Oil and Natural Gas Corporation (ONGC) (27%),Offshore,Conventional,"https://www.gem.wiki/Ostra_Oil_and_Gas_Field_(Esp?rito_Santo,_Brazil)"
OG0000310,Pampo,Pampo,oil,field,Brazil,Rio de Janeiro,-22.829,-40.749,exact,operating,2024,1977,1998,Trident energy,Trident Energy (100%),Trident Energy (100%),Offshore,Conventional,"https://www.gem.wiki/Pampo_Oil_Field_(Rio_de_Janeiro,_Brazil)"
OG0000311,Papa-Terra,Papa-Terra,oil and gas,field,Brazil,Rio de Janeiro,-23.521,-41.069,exact,operating,2024,2003,2013,Brava Energia,Brava Energia (62.5%);Chevron Brasil (37.5%),Brava Energia (62.5%);Chevron (37.5%),Offshore,Conventional,"https://www.gem.wiki/Papa-Terra_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000315,Pargo,Pargo,oil and gas,field,Brazil,Rio de Janeiro,-22.246,-40.321,exact,operating,2024,1975,1988,Perenco Brasil,Perenco Brasil (100%),Perenco (100%),Offshore,Conventional,"https://www.gem.wiki/Pargo_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000322,Peregrino,Peregrino,oil and gas,field,Brazil,Rio de Janeiro,-23.325,-41.252,exact,operating,2024,2004,2011,Equinor Brasil,Equinor Brasil (60%);PRIO (40%),Equinor ASA (60%);PRIO (40%),Offshore,Conventional,"https://www.gem.wiki/Peregrino_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)"
OG0000328,Pilar,Pilar,oil and gas,field,Brazil,Alagoas,-9.607,-35.894,exact,operating,2024,1981,1982,Origem Energia Alagoas S.A.,Origem Energia (100%),Origem Energia (100%),Onshore,Conventional,"https://www.gem.wiki/Pilar_Oil_and_Gas_Field_(Alagoas,_Brazil)"
